page_a,page_b,title_a,title_b,mismatch_type,gemini_similarity,kg_similarity,content_excerpt_a,content_excerpt_b,expert_verdict,notes
page_0087,page_0091,"Commissioning Support Bulletin – Issue 3, 9 July 2012 | NHS England",Moving on at pace – Barbara Hakin | NHS England,CONFLICT,0.8536,0.008,Welcome from Dr Joe Rafferty Board Authority appoints first CSS managing directors and announces decision to host Business review and assurance update CSS ‘externalisation’ work gets underway HR update Communications and engagement services News in brief Welcome to the monthly Commissioning Support ,"Preparations for the new commissioning world continue at a great pace and life seems no less hectic. Much of my time over the past few weeks has been taken up interviewing for Commissioning Support Service Managing Directors. The successful appointees were announced last week, and we are now into a ",,
page_0199,page_0200,Creating the best and most inclusive place to work - NHS England Digital,Our diversity and inclusion journey continues - NHS England Digital,CONFLICT,0.861,0.004,Part of Annual inclusion report 2021-22 Creating the best and most inclusive place to work Previous Chapter Workforce Disability Equality Standard (WDES) Current Chapter Current chapter – Creating the best and most inclusive place to work View all Next Chapter The data behind the decisions Through 2,Part of Annual inclusion report 2021-22 Our diversity and inclusion journey continues Previous Chapter Why we report Current Chapter Current chapter – Our diversity and inclusion journey continues View all Next Chapter A look at the diversity of our workforce today Page contents We're on a journey a,,
dup_0512,page_0005,[DUP] NHS England » 10 Year Workforce Plan call for evidence,NHS England » 10 Year Workforce Plan call for evidence,CONFLICT,1.0,0.0,"[NEEDS_PARAPHRASE] Over the past year we heard from thousands of staff and representative organisations in the development of our 10 Year Plan for Health . Published this summer, the plan set out how the NHS must reform to ensure it stays fit for the future. Since publication we know everyone who ca","Over the past year we heard from thousands of staff and representative organisations in the development of our 10 Year Plan for Health . Published this summer, the plan set out how the NHS must reform to ensure it stays fit for the future. Since publication we know everyone who cares about the NHS h",,
dup_0510,page_0091,[DUP] Moving on at pace – Barbara Hakin | NHS England,Moving on at pace – Barbara Hakin | NHS England,CONFLICT,1.0,0.0,"[NEEDS_PARAPHRASE] Preparations for the new commissioning world continue at a great pace and life seems no less hectic. Much of my time over the past few weeks has been taken up interviewing for Commissioning Support Service Managing Directors. The successful appointees were announced last week, and","Preparations for the new commissioning world continue at a great pace and life seems no less hectic. Much of my time over the past few weeks has been taken up interviewing for Commissioning Support Service Managing Directors. The successful appointees were announced last week, and we are now into a ",,
dup_0523,page_0148,[DUP] Historic PDF conversion: Disproportionate burden assessment - NHS Digital,Historic PDF conversion: Disproportionate burden assessment - NHS Digital,CONFLICT,1.0,0.0,"Historic PDF conversion: Disproportionate burden assessment Our site contains a large number of PDFs created in previous years, especially in our data and information publications. Where these are no longer being updated, we do not intend to recreate them in accessible versions as this would be a di","Historic PDF conversion: Disproportionate burden assessment Our site contains a large number of PDFs created in previous years, especially in our data and information publications. Where these are no longer being updated, we do not intend to recreate them in accessible versions as this would be a di",,
dup_0515,page_0177,[DUP] Disclosure Log - NHS Digital,Disclosure Log - NHS Digital,CONFLICT,1.0,0.0,Disclosure Log The NHS Digital disclosure log lists our responses to requests made under the Freedom of Information Act 2000 and the Environmental Information Regulations 2004 which we feel are of wider public interest. Further information about these Acts and our obligations is available on our Fre,Disclosure Log The NHS Digital disclosure log lists our responses to requests made under the Freedom of Information Act 2000 and the Environmental Information Regulations 2004 which we feel are of wider public interest. Further information about these Acts and our obligations is available on our Fre,,
dup_0532,page_0328,[DUP] Health Education England » HEE launches first national consultation on a NHS bands 1-4 workforce strategy,Health Education England » HEE launches first national consultation on a NHS bands 1-4 workforce strategy,CONFLICT,1.0,0.0,"[NEEDS_PARAPHRASE] 4 February 2014 - 14:53 Health Education England (HEE) has launched a consultation to hear views about developing staff in roles banded 1-4. The staff in bands 1-4 make up around 40 per cent of the NHS’s 1.3 million workforce, and are responsible for an estimated 60 per cent of di","4 February 2014 - 14:53 Health Education England (HEE) has launched a consultation to hear views about developing staff in roles banded 1-4. The staff in bands 1-4 make up around 40 per cent of the NHS’s 1.3 million workforce, and are responsible for an estimated 60 per cent of direct patient contac",,
dup_0532,page_0329,[DUP] Health Education England » HEE launches first national consultation on a NHS bands 1-4 workforce strategy,Health Education England » HEE launches first national consultation on a NHS bands 1-4 workforce strategy,CONFLICT,1.0,0.0,"[NEEDS_PARAPHRASE] 4 February 2014 - 14:53 Health Education England (HEE) has launched a consultation to hear views about developing staff in roles banded 1-4. The staff in bands 1-4 make up around 40 per cent of the NHS’s 1.3 million workforce, and are responsible for an estimated 60 per cent of di","4 February 2014 - 14:53 Health Education England (HEE) has launched a consultation to hear views about developing staff in roles banded 1-4. The staff in bands 1-4 make up around 40 per cent of the NHS’s 1.3 million workforce, and are responsible for an estimated 60 per cent of direct patient contac",,
dup_0531,page_0332,[DUP] Health Education England » Dementia Health and Social Care Stakeholder event,Health Education England » Dementia Health and Social Care Stakeholder event,CONFLICT,1.0,0.0,28 February 2014 - 16:44 The presentations below were delivered at HEE’s Dementia Health and Social Care Stakeholder event on 29 th January 2014. Dementia one of the priorities in the Government’s mandate to Health Education England The event focused on dementia education and training requirements. ,28 February 2014 - 16:44 The presentations below were delivered at HEE’s Dementia Health and Social Care Stakeholder event on 29 th January 2014. Dementia one of the priorities in the Government’s mandate to Health Education England The event focused on dementia education and training requirements. ,,
dup_0507,page_0360,[DUP] NHS England » Business plan published,NHS England » Business plan published,CONFLICT,1.0,0.0,"The NHS Commissioning Board Authority has today published its business plan covering the period from April 2012 until October 2012. Sir David Nicholson, Chief Executive, NHS Commissioning Board Authority said: “The overall aim of the NHS Commissioning Board Authority is to lay the strong foundations","The NHS Commissioning Board Authority has today published its business plan covering the period from April 2012 until October 2012. Sir David Nicholson, Chief Executive, NHS Commissioning Board Authority said: “The overall aim of the NHS Commissioning Board Authority is to lay the strong foundations",,
dup_0508,page_0365,[DUP] NHS England » Awareness and skills to ensure the CCG will be able to undertake procurement in accordance with best practice,NHS England » Awareness and skills to ensure the CCG will be able to undertake procurement in accordance with best practice,CONFLICT,1.0,0.0,"[NEEDS_PARAPHRASE] 11 June 2012 - 08:21 These products will be of help to individual leaders : NHS Institute’s Leadership series: Leading the Board This one day workshop is an introduction to the legal requirements of public sector governance, and the responsibilities of the CCG governing body. Revi","11 June 2012 - 08:21 These products will be of help to individual leaders : NHS Institute’s Leadership series: Leading the Board This one day workshop is an introduction to the legal requirements of public sector governance, and the responsibilities of the CCG governing body. Review your current str",,
dup_0504,page_0372,[DUP] Choice and Competition Framework | NHS England,Choice and Competition Framework | NHS England,CONFLICT,1.0,0.0,[NEEDS_PARAPHRASE] The NHS Commissioning Board Authority (NHS CBA) and Monitor are keen to hear the views of stakeholders at this week’s NHS Confederation Conference (20-22 June 2012) on the development of a Choice and Competition Framework. The aim of the Framework is to help commissioners understa,The NHS Commissioning Board Authority (NHS CBA) and Monitor are keen to hear the views of stakeholders at this week’s NHS Confederation Conference (20-22 June 2012) on the development of a Choice and Competition Framework. The aim of the Framework is to help commissioners understand when competition,,
page_0403,page_0404,NHS England » 2. Continue to lead the NHS in responding to COVID-19 ever more effectively,NHS England » 2. Continue to lead the NHS in responding to COVID-19 ever more effectively,CONFLICT,1.0,0.0,"Our focus in 2022/23 will be reducing the impact of COVID-19 on wider health and care services to allow the NHS to continue to focus on service delivery and system transformation. At the same time, the NHS will need to remain prepared in case of future waves of the pandemic. Our commitments for 2022","Our focus in 2022/23 will be reducing the impact of COVID-19 on wider health and care services to allow the NHS to continue to focus on service delivery and system transformation. At the same time, the NHS will need to remain prepared in case of future waves of the pandemic. Our commitments for 2022",,
page_0403,page_0405,NHS England » 2. Continue to lead the NHS in responding to COVID-19 ever more effectively,NHS England » 2. Continue to lead the NHS in responding to COVID-19 ever more effectively,CONFLICT,1.0,0.0,"Our focus in 2022/23 will be reducing the impact of COVID-19 on wider health and care services to allow the NHS to continue to focus on service delivery and system transformation. At the same time, the NHS will need to remain prepared in case of future waves of the pandemic. Our commitments for 2022","Our focus in 2022/23 will be reducing the impact of COVID-19 on wider health and care services to allow the NHS to continue to focus on service delivery and system transformation. At the same time, the NHS will need to remain prepared in case of future waves of the pandemic. Our commitments for 2022",,
page_0404,page_0405,NHS England » 2. Continue to lead the NHS in responding to COVID-19 ever more effectively,NHS England » 2. Continue to lead the NHS in responding to COVID-19 ever more effectively,CONFLICT,1.0,0.0,"Our focus in 2022/23 will be reducing the impact of COVID-19 on wider health and care services to allow the NHS to continue to focus on service delivery and system transformation. At the same time, the NHS will need to remain prepared in case of future waves of the pandemic. Our commitments for 2022","Our focus in 2022/23 will be reducing the impact of COVID-19 on wider health and care services to allow the NHS to continue to focus on service delivery and system transformation. At the same time, the NHS will need to remain prepared in case of future waves of the pandemic. Our commitments for 2022",,
page_0404,page_0406,NHS England » 2. Continue to lead the NHS in responding to COVID-19 ever more effectively,NHS England » 2. Continue to lead the NHS in responding to COVID-19 ever more effectively,CONFLICT,1.0,0.0,"Our focus in 2022/23 will be reducing the impact of COVID-19 on wider health and care services to allow the NHS to continue to focus on service delivery and system transformation. At the same time, the NHS will need to remain prepared in case of future waves of the pandemic. Our commitments for 2022","Our focus in 2022/23 will be reducing the impact of COVID-19 on wider health and care services to allow the NHS to continue to focus on service delivery and system transformation. At the same time, the NHS will need to remain prepared in case of future waves of the pandemic. Our commitments for 2022",,
page_0405,page_0406,NHS England » 2. Continue to lead the NHS in responding to COVID-19 ever more effectively,NHS England » 2. Continue to lead the NHS in responding to COVID-19 ever more effectively,CONFLICT,1.0,0.0,"Our focus in 2022/23 will be reducing the impact of COVID-19 on wider health and care services to allow the NHS to continue to focus on service delivery and system transformation. At the same time, the NHS will need to remain prepared in case of future waves of the pandemic. Our commitments for 2022","Our focus in 2022/23 will be reducing the impact of COVID-19 on wider health and care services to allow the NHS to continue to focus on service delivery and system transformation. At the same time, the NHS will need to remain prepared in case of future waves of the pandemic. Our commitments for 2022",,
page_0413,page_0415,NHS England » 4. Improve the responsiveness of urgent and emergency care and increase its capacity,NHS England » 4. Improve the responsiveness of urgent and emergency care and increase its capacity,CONFLICT,1.0,0.0,The last year has been challenging for urgent and emergency care (UEC) services as demand has returned to pre-pandemic levels. Building on the work of the UEC Recovery 10 Point Action Plan we will continue to support the improvement of UEC services across England to recover from the impact of the CO,The last year has been challenging for urgent and emergency care (UEC) services as demand has returned to pre-pandemic levels. Building on the work of the UEC Recovery 10 Point Action Plan we will continue to support the improvement of UEC services across England to recover from the impact of the CO,,
page_0414,page_0415,NHS England » 4. Improve the responsiveness of urgent and emergency care and increase its capacity,NHS England » 4. Improve the responsiveness of urgent and emergency care and increase its capacity,CONFLICT,1.0,0.0,The last year has been challenging for urgent and emergency care (UEC) services as demand has returned to pre-pandemic levels. Building on the work of the UEC Recovery 10 Point Action Plan we will continue to support the improvement of UEC services across England to recover from the impact of the CO,The last year has been challenging for urgent and emergency care (UEC) services as demand has returned to pre-pandemic levels. Building on the work of the UEC Recovery 10 Point Action Plan we will continue to support the improvement of UEC services across England to recover from the impact of the CO,,
page_0415,page_0416,NHS England » 4. Improve the responsiveness of urgent and emergency care and increase its capacity,NHS England » 4. Improve the responsiveness of urgent and emergency care and increase its capacity,CONFLICT,1.0,0.0,The last year has been challenging for urgent and emergency care (UEC) services as demand has returned to pre-pandemic levels. Building on the work of the UEC Recovery 10 Point Action Plan we will continue to support the improvement of UEC services across England to recover from the impact of the CO,The last year has been challenging for urgent and emergency care (UEC) services as demand has returned to pre-pandemic levels. Building on the work of the UEC Recovery 10 Point Action Plan we will continue to support the improvement of UEC services across England to recover from the impact of the CO,,
dup_0519,page_0462,[DUP] Registering a birth - NHS Digital,Registering a birth - NHS Digital,CONFLICT,1.0,0.0,"Birth Notification Application guide for maternity Registering a birth Skip to content Page contents Summary This is part 4 of the Birth Notification Application (BNA) guide for maternity. Registering a birth is predominantly performed by the Maternity Units, and the following diagram summarises the","Birth Notification Application guide for maternity Registering a birth Skip to content Page contents Summary This is part 4 of the Birth Notification Application (BNA) guide for maternity. Registering a birth is predominantly performed by the Maternity Units, and the following diagram summarises the",,
dup_0509,page_0004,[DUP] NHS England » Service specifications,NHS England » Service specifications,CONFLICT,1.0,0.0,"Service specifications are important in clearly defining the standards of care expected from organisations funded by NHS England to provide specialised care. The specifications have been developed by specialised clinicians, commissioners, expert patients and public health representatives to describe","Service specifications are important in clearly defining the standards of care expected from organisations funded by NHS England to provide specialised care. The specifications have been developed by specialised clinicians, commissioners, expert patients and public health representatives to describe",,
dup_0503,page_0023,"[DUP] Commissioning Support Bulletin – Issue 1, 30 April 2012 | NHS England","Commissioning Support Bulletin – Issue 1, 30 April 2012 | NHS England",CONFLICT,1.0,0.0,Introducing the Commissioning Support National Team Recruitment of managing directors for CSSs Checkpoint 2 panels get underway New ‘simulation’ case study being developed New ‘informed customer’ events – ask CCGs to sign up Additional tests for CSSs which provide national ‘at scale’ offers Integrat,Introducing the Commissioning Support National Team Recruitment of managing directors for CSSs Checkpoint 2 panels get underway New ‘simulation’ case study being developed New ‘informed customer’ events – ask CCGs to sign up Additional tests for CSSs which provide national ‘at scale’ offers Integrat,,
dup_0517,page_0159,[DUP] Using Facebook ads to increase referrals to psychological therapies in Essex - NHS Digital,Using Facebook ads to increase referrals to psychological therapies in Essex - NHS Digital,CONFLICT,1.0,0.0,"Using Facebook ads to increase referrals to psychological therapies in Essex James Sharp, Digital Media and Marketing Manager at Mid Essex Clinical Commissioning Group (CCG), talks about how using Facebook ads have helped to increase referrals to psychological therapies. Page contents In February 20","Using Facebook ads to increase referrals to psychological therapies in Essex James Sharp, Digital Media and Marketing Manager at Mid Essex Clinical Commissioning Group (CCG), talks about how using Facebook ads have helped to increase referrals to psychological therapies. Page contents In February 20",,
dup_0516,page_0165,[DUP] Apprenticeship scheme - NHS Digital,Apprenticeship scheme - NHS Digital,CONFLICT,1.0,0.0,"[NEEDS_PARAPHRASE] Apprenticeship scheme An apprenticeship combines a practical job with study. The standards are designed by industry organisations and end with a qualification, ranging from GSCE to degree level. Page contents All apprenticeships are governed by the Institute for Apprenticeships an","Apprenticeship scheme An apprenticeship combines a practical job with study. The standards are designed by industry organisations and end with a qualification, ranging from GSCE to degree level. Page contents All apprenticeships are governed by the Institute for Apprenticeships and Education and Ski",,
dup_0522,page_0184,[DUP] Freedom of information request NIC-440206-R0L0Q - NHS Digital,Freedom of information request NIC-440206-R0L0Q - NHS Digital,CONFLICT,1.0,0.0,[NEEDS_PARAPHRASE] Freedom of information request NIC-440206-R0L0Q Freedom of information request for information contained within the IAPT dataset in relation to the use of IAPT services. Our response Thank you for your email dated 02 March 2021 requesting the following information: “I would like t,Freedom of information request NIC-440206-R0L0Q Freedom of information request for information contained within the IAPT dataset in relation to the use of IAPT services. Our response Thank you for your email dated 02 March 2021 requesting the following information: “I would like to make an FOI reque,,
dup_0518,page_0207,[DUP] Our workforce demographics 2017 - NHS Digital,Our workforce demographics 2017 - NHS Digital,CONFLICT,1.0,0.0,"[NEEDS_PARAPHRASE] Our workforce demographics 2017 As of 31 March 2017, we had 2,833 employees at NHS Digital. Find out about the demographics of our workforce. Page contents Download a quantitative and qualitative analysis of the gender pay gap within NHS Digital since March 2017. Our data This dat","Our workforce demographics 2017 As of 31 March 2017, we had 2,833 employees at NHS Digital. Find out about the demographics of our workforce. Page contents Download a quantitative and qualitative analysis of the gender pay gap within NHS Digital since March 2017. Our data This data is based on the 2",,
dup_0514,page_0211,"[DUP] Data we collect, analyse, publish and share - NHS Digital","Data we collect, analyse, publish and share - NHS Digital",CONFLICT,1.0,0.0,"[NEEDS_PARAPHRASE] Data we collect, analyse, publish and share A summary of what data we collect, analyse, publish and share, including information we are required to publish under the Health and Social Care Act 2012 Page contents Overview NHS Digital collects, analyses, publishes and shares a wide ","Data we collect, analyse, publish and share A summary of what data we collect, analyse, publish and share, including information we are required to publish under the Health and Social Care Act 2012 Page contents Overview NHS Digital collects, analyses, publishes and shares a wide range of data to su",,
page_0235,page_0236,GPES Cardiovascular Disease Prevention Audit - NHS Digital,GPES Cardiovascular Disease Prevention Audit - NHS Digital,CONFLICT,1.0,0.0,GPES Cardiovascular Disease Prevention Audit Data Provision Notice to require the submission of general practice data in connection with the national Cardiovascular Disease Prevention Audit (CVDPREVENT Audit). Page contents Overview NHS England has directed NHS Digital to collect and analyse data in,GPES Cardiovascular Disease Prevention Audit Data Provision Notice to require the submission of general practice data in connection with the national Cardiovascular Disease Prevention Audit (CVDPREVENT Audit). Page contents Overview NHS England has directed NHS Digital to collect and analyse data in,,
page_0256,page_0257,COVID-19 At Risk Patients - NHS Digital,COVID-19 At Risk Patients - NHS Digital,CONFLICT,1.0,0.0,"COVID-19 At Risk Patients Data Provision Notices to require the submission of data to help identify patients who may be more at risk if they contract COVID-19, to cover general practice and the detained estate. Page contents Overview The Department of Health and Social Care has directed NHS Digital ","COVID-19 At Risk Patients Data Provision Notices to require the submission of data to help identify patients who may be more at risk if they contract COVID-19, to cover general practice and the detained estate. Page contents Overview The Department of Health and Social Care has directed NHS Digital ",,
page_0280,page_0283,GPES Data for Pandemic Planning and Research (COVID-19) - NHS Digital,GPES Data for Pandemic Planning and Research (COVID-19) - NHS Digital,CONFLICT,1.0,0.0,"GPES Data for Pandemic Planning and Research (COVID-19) Data Provision Notice for the extraction of General Practice data to be shared in support of vital planning and research for COVID-19 purposes. Page contents Overview The purpose of this data collection is to respond to the intense demand, from","GPES Data for Pandemic Planning and Research (COVID-19) Data Provision Notice for the extraction of General Practice data to be shared in support of vital planning and research for COVID-19 purposes. Page contents Overview The purpose of this data collection is to respond to the intense demand, from",,
dup_0526,page_0286,[DUP] Health Education England’s inaugural Board meeting | Health Education England,Health Education England’s inaugural Board meeting | Health Education England,CONFLICT,1.0,0.0,"[NEEDS_PARAPHRASE] Health Education England’s inaugural Board meeting took place on 28 June. All of our board meetings are open to the public and the agenda items are published five days in advance. You are welcome to attend the board meetings as an observer, but need to inform us in advance. Please","Health Education England’s inaugural Board meeting took place on 28 June. All of our board meetings are open to the public and the agenda items are published five days in advance. You are welcome to attend the board meetings as an observer, but need to inform us in advance. Please note that space is",,
dup_0529,page_0296,[DUP] HEE recommends authorisation of 13 Local Education and Training Boards | Health Education England,HEE recommends authorisation of 13 Local Education and Training Boards | Health Education England,CONFLICT,1.0,0.0,"Health Education England (HEE) has recommended the establishment of 13 Local Education and Training Boards (LETBs), which will take on their functions from 1 April if approved. LETB boards, which will be committees of HEE, are made up of representatives from local providers of NHS services. Final de","Health Education England (HEE) has recommended the establishment of 13 Local Education and Training Boards (LETBs), which will take on their functions from 1 April if approved. LETB boards, which will be committees of HEE, are made up of representatives from local providers of NHS services. Final de",,
dup_0528,page_0311,[DUP] Health Education England » HEE welcomes new generation of doctors,Health Education England » HEE welcomes new generation of doctors,CONFLICT,1.0,0.0,"[NEEDS_PARAPHRASE] 8 August 2013 - 12:52 A message from Chris Welsh, Director of Education and Quality for HEE. It gives me great pleasure to welcome our new generation of doctors as you embark on careers that will be fulfilling and rewarding for you and also help to deliver safe, high quality care ","8 August 2013 - 12:52 A message from Chris Welsh, Director of Education and Quality for HEE. It gives me great pleasure to welcome our new generation of doctors as you embark on careers that will be fulfilling and rewarding for you and also help to deliver safe, high quality care for the patients we",,
dup_0530,page_0312,[DUP] Health Education England » Collaboration delivered successful values based recruitment events,Health Education England » Collaboration delivered successful values based recruitment events,CONFLICT,1.0,0.0,[NEEDS_PARAPHRASE] 15 August 2013 - 13:50 NHS Employers and Health Education England held two events which looked at successful values based recruitment strategies and methodologies in the NHS and the positive impact this has on patient care. We know that many employers have been working to embed th,"15 August 2013 - 13:50 NHS Employers and Health Education England held two events which looked at successful values based recruitment strategies and methodologies in the NHS and the positive impact this has on patient care. We know that many employers have been working to embed the right values, att",,
dup_0505,page_0354,[DUP] Briefing note on CCG indicative running cost allowances | NHS England,Briefing note on CCG indicative running cost allowances | NHS England,CONFLICT,1.0,0.0,The NHS Commissioning Board Authority has today published a briefing note on the indicative running costs allowances for 212 proposed CCGs for 2013-14. The running costs allowance for CCGs has already been set at up to £25 per head of population per year. This limit meets the requirement to reduce s,The NHS Commissioning Board Authority has today published a briefing note on the indicative running costs allowances for 212 proposed CCGs for 2013-14. The running costs allowance for CCGs has already been set at up to £25 per head of population per year. This limit meets the requirement to reduce s,,
page_0407,page_0408,"NHS England » 3. Deliver more elective care to tackle the elective backlog, reduce long waits and improve performance against cancer waiting times standards","NHS England » 3. Deliver more elective care to tackle the elective backlog, reduce long waits and improve performance against cancer waiting times standards",CONFLICT,1.0,0.0,Elective care As a direct consequence of the pandemic many patients are waiting longer for the treatments they need. We are committed to delivering more planned hospital activity and improving performance for the longest waiting patients across elective care and cancer in line with the Delivery plan,Elective care As a direct consequence of the pandemic many patients are waiting longer for the treatments they need. We are committed to delivering more planned hospital activity and improving performance for the longest waiting patients across elective care and cancer in line with the Delivery plan,,
page_0407,page_0412,"NHS England » 3. Deliver more elective care to tackle the elective backlog, reduce long waits and improve performance against cancer waiting times standards","NHS England » 3. Deliver more elective care to tackle the elective backlog, reduce long waits and improve performance against cancer waiting times standards",CONFLICT,1.0,0.0,Elective care As a direct consequence of the pandemic many patients are waiting longer for the treatments they need. We are committed to delivering more planned hospital activity and improving performance for the longest waiting patients across elective care and cancer in line with the Delivery plan,Elective care As a direct consequence of the pandemic many patients are waiting longer for the treatments they need. We are committed to delivering more planned hospital activity and improving performance for the longest waiting patients across elective care and cancer in line with the Delivery plan,,
page_0408,page_0410,"NHS England » 3. Deliver more elective care to tackle the elective backlog, reduce long waits and improve performance against cancer waiting times standards","NHS England » 3. Deliver more elective care to tackle the elective backlog, reduce long waits and improve performance against cancer waiting times standards",CONFLICT,1.0,0.0,Elective care As a direct consequence of the pandemic many patients are waiting longer for the treatments they need. We are committed to delivering more planned hospital activity and improving performance for the longest waiting patients across elective care and cancer in line with the Delivery plan,Elective care As a direct consequence of the pandemic many patients are waiting longer for the treatments they need. We are committed to delivering more planned hospital activity and improving performance for the longest waiting patients across elective care and cancer in line with the Delivery plan,,
page_0408,page_0411,"NHS England » 3. Deliver more elective care to tackle the elective backlog, reduce long waits and improve performance against cancer waiting times standards","NHS England » 3. Deliver more elective care to tackle the elective backlog, reduce long waits and improve performance against cancer waiting times standards",CONFLICT,1.0,0.0,Elective care As a direct consequence of the pandemic many patients are waiting longer for the treatments they need. We are committed to delivering more planned hospital activity and improving performance for the longest waiting patients across elective care and cancer in line with the Delivery plan,Elective care As a direct consequence of the pandemic many patients are waiting longer for the treatments they need. We are committed to delivering more planned hospital activity and improving performance for the longest waiting patients across elective care and cancer in line with the Delivery plan,,
page_0408,page_0412,"NHS England » 3. Deliver more elective care to tackle the elective backlog, reduce long waits and improve performance against cancer waiting times standards","NHS England » 3. Deliver more elective care to tackle the elective backlog, reduce long waits and improve performance against cancer waiting times standards",CONFLICT,1.0,0.0,Elective care As a direct consequence of the pandemic many patients are waiting longer for the treatments they need. We are committed to delivering more planned hospital activity and improving performance for the longest waiting patients across elective care and cancer in line with the Delivery plan,Elective care As a direct consequence of the pandemic many patients are waiting longer for the treatments they need. We are committed to delivering more planned hospital activity and improving performance for the longest waiting patients across elective care and cancer in line with the Delivery plan,,
page_0409,page_0412,"NHS England » 3. Deliver more elective care to tackle the elective backlog, reduce long waits and improve performance against cancer waiting times standards","NHS England » 3. Deliver more elective care to tackle the elective backlog, reduce long waits and improve performance against cancer waiting times standards",CONFLICT,1.0,0.0,Elective care As a direct consequence of the pandemic many patients are waiting longer for the treatments they need. We are committed to delivering more planned hospital activity and improving performance for the longest waiting patients across elective care and cancer in line with the Delivery plan,Elective care As a direct consequence of the pandemic many patients are waiting longer for the treatments they need. We are committed to delivering more planned hospital activity and improving performance for the longest waiting patients across elective care and cancer in line with the Delivery plan,,
page_0410,page_0412,"NHS England » 3. Deliver more elective care to tackle the elective backlog, reduce long waits and improve performance against cancer waiting times standards","NHS England » 3. Deliver more elective care to tackle the elective backlog, reduce long waits and improve performance against cancer waiting times standards",CONFLICT,1.0,0.0,Elective care As a direct consequence of the pandemic many patients are waiting longer for the treatments they need. We are committed to delivering more planned hospital activity and improving performance for the longest waiting patients across elective care and cancer in line with the Delivery plan,Elective care As a direct consequence of the pandemic many patients are waiting longer for the treatments they need. We are committed to delivering more planned hospital activity and improving performance for the longest waiting patients across elective care and cancer in line with the Delivery plan,,
page_0411,page_0412,"NHS England » 3. Deliver more elective care to tackle the elective backlog, reduce long waits and improve performance against cancer waiting times standards","NHS England » 3. Deliver more elective care to tackle the elective backlog, reduce long waits and improve performance against cancer waiting times standards",CONFLICT,1.0,0.0,Elective care As a direct consequence of the pandemic many patients are waiting longer for the treatments they need. We are committed to delivering more planned hospital activity and improving performance for the longest waiting patients across elective care and cancer in line with the Delivery plan,Elective care As a direct consequence of the pandemic many patients are waiting longer for the treatments they need. We are committed to delivering more planned hospital activity and improving performance for the longest waiting patients across elective care and cancer in line with the Delivery plan,,
dup_0521,page_0473,[DUP] Supplier status: Emergency department referral (and booking) - NHS Digital,Supplier status: Emergency department referral (and booking) - NHS Digital,CONFLICT,1.0,0.0,Supplier status: Emergency department referral (and booking) See which IT system suppliers currently offer the Booking and Referral Standard (BaRS) for referrals (and booking) into emergency departments. For those still implementing the Standard in their systems you can see the status of their imple,Supplier status: Emergency department referral (and booking) See which IT system suppliers currently offer the Booking and Referral Standard (BaRS) for referrals (and booking) into emergency departments. For those still implementing the Standard in their systems you can see the status of their imple,,
dup_0513,page_0019,[DUP] NHS England » Chief Nursing Officer appointed,NHS England » Chief Nursing Officer appointed,CONFLICT,1.0,0.0,The NHS Commissioning Board Authority has announced the appointment of Jane Cummings as Chief Nursing Officer. Jane is currently Chief Nurse for NHS North of England and was previously Chief Nurse and Deputy Chief Executive for NHS North West. Chief Executive of the NHS Commissioning Board Authority,The NHS Commissioning Board Authority has announced the appointment of Jane Cummings as Chief Nursing Officer. Jane is currently Chief Nurse for NHS North of England and was previously Chief Nurse and Deputy Chief Executive for NHS North West. Chief Executive of the NHS Commissioning Board Authority,,
dup_0506,page_0043,[DUP] NHS England » Board meeting – 31 May 2012,NHS England » Board meeting – 31 May 2012,CONFLICT,1.0,0.0,"[NEEDS_PARAPHRASE] 24 May 2012 - 15:08 We hold our board meetings in public in the interests of openness and transparency in our decision making. The next public board meeting will take place, at the Birmingham University Edgbaston campus, on Thursday 31 st May 2012 from 10.30am to 1.00pm in the: Ni","24 May 2012 - 15:08 We hold our board meetings in public in the interests of openness and transparency in our decision making. The next public board meeting will take place, at the Birmingham University Edgbaston campus, on Thursday 31 st May 2012 from 10.30am to 1.00pm in the: Nicolson Building (ne",,
page_0132,page_0140,Home - NHS Digital,Home - NHS Digital,CONFLICT,1.0,0.0,"Data and technology that improves lives We support NHS staff at work, help people get the best care, and use the nation's health data to drive research and transform services. Keeping patient data safe NHS Digital collects data from GP practices to help support care and research. Find out about our ","Data and technology that improves lives We support NHS staff at work, help people get the best care, and use the nation's health data to drive research and transform services. Keeping patient data safe NHS Digital collects data from GP practices to help support care and research. Find out about our ",,
page_0138,page_0141,Home - NHS Digital,Home - NHS Digital,CONFLICT,1.0,0.0,"Data and technology that improves lives We support NHS staff at work, help people get the best care, and use the nation's health data to drive research and transform services. Keeping patient data safe NHS Digital collects data from GP practices to help support care and research. Find out about our ","Data and technology that improves lives We support NHS staff at work, help people get the best care, and use the nation's health data to drive research and transform services. Keeping patient data safe NHS Digital collects data from GP practices to help support care and research. Find out about our ",,
page_0139,page_0140,Home - NHS Digital,Home - NHS Digital,CONFLICT,1.0,0.0,"Data and technology that improves lives We support NHS staff at work, help people get the best care, and use the nation's health data to drive research and transform services. Keeping patient data safe NHS Digital collects data from GP practices to help support care and research. Find out about our ","Data and technology that improves lives We support NHS staff at work, help people get the best care, and use the nation's health data to drive research and transform services. Keeping patient data safe NHS Digital collects data from GP practices to help support care and research. Find out about our ",,
